[2026-02-11 10:25:25,004] INFO      [HARSHIT] Starting adapter
[2026-02-11 10:25:39,558] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150572978 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807897, 'ExchangeOrderID': '260211150572978', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 59182, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'MIS', 'TimeInForce': 'GFD', 'OrderPrice': 25000.0, 'OrderQuantity': 65, 'OrderStopPrice': 0.0, 'OrderStatus': 'Rejected', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 0, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': None, 'LastUpdateDateTime': None, 'CancelRejectReason': 'Insufficient funds. Required margin is 191544.52 but available margin is 653.40. Check orderbook for open orders.', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': None, 'ExecutionID': None}
[2026-02-11 10:25:39,798] INFO      [HARSHIT] [WS] REJECTED published | order_id=260211150572978
[2026-02-11 10:26:09,642] INFO      [HARSHIT] COMMAND | action=PLACE_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48284, 'SymbolName': 'NIFTY', 'ExchangeInstrumentName': 'NIFTY 17FEB2026 CE 27000', 'ProductType': 'MIS', 'OrderType': 'LIMIT', 'OrderSide': 'Buy', 'TimeInForce': 'GFD', 'DisclosedQuantity': 0, 'OrderQuantity': 65, 'LimitPrice': 0.5, 'StopPrice': 0.0, 'BlitzAppOrderID': 3156807898, 'AlgoID': '123456789', 'AlgoCategory': '123654789123', 'IsFictiveOrder': 'False'}
[2026-02-11 10:26:09,644] INFO      [HARSHIT] CACHE_TEMP | blitz_id=3156807898
[2026-02-11 10:26:09,648] INFO      [HARSHIT] ZERODHA_REST_OUT | payload={'tradingsymbol': 'NIFTY2621727000CE', 'exchange': 'NFO', 'transaction_type': 'BUY', 'order_type': 'LIMIT', 'quantity': 65, 'product': 'MIS', 'price': 0.5, 'trigger_price': 0.0, 'validity': 'DAY', 'disclosed_quantity': 0}
[2026-02-11 10:26:09,879] INFO      [HARSHIT] ZERODHA_REST_IN | payload={'status': 'success', 'data': {'order_id': '260211150575165'}}
[2026-02-11 10:26:09,879] INFO      [HARSHIT] ORDER_PLACED | blitz=3156807898 zerodha=260211150575165
[2026-02-11 10:26:09,930] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150575165', 'exchange_order_id': '1100000053229553', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:26:09', 'exchange_update_timestamp': '2026-02-11 10:26:09', 'exchange_timestamp': '2026-02-11 10:26:09', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727000CE', 'instrument_token': 12360706, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.5, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XrqI2tZ8WfJfb'}
[2026-02-11 10:26:09,930] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150575165 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807898, 'ExchangeOrderID': '260211150575165', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48284, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'MIS', 'TimeInForce': 'GFD', 'OrderPrice': 0.5, 'OrderQuantity': 65, 'OrderStopPrice': 0.0, 'OrderStatus': 'New', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 65, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:26:09', 'LastUpdateDateTime': '2026-02-11 10:26:09', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:26:09', 'ExecutionID': '1100000053229553'}
[2026-02-11 10:26:09,970] INFO      [HARSHIT] [WS] NEW order published | order_id=260211150575165
[2026-02-11 10:26:29,838] INFO      [HARSHIT] COMMAND | action=CANCEL_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48284, 'SymbolName': 'NIFTY', 'ExchangeInstrumentName': 'NIFTY 17FEB2026 CE 27000', 'LeavesQuantity': 65, 'CummulativeQuantity': 0, 'LastOrderModifiedTime': 1770785769, 'BlitzAppOrderID': 3156807898, 'ExchangeOrderID': '260211150575165'}
[2026-02-11 10:26:29,840] INFO      [HARSHIT] ZERODHA_CANCEL_REQUEST | order_id=260211150575165
[2026-02-11 10:26:30,015] INFO      [HARSHIT] ZERODHA_CANCEL_RESPONSE | order_id=260211150575165 payload={'status': 'success', 'data': {'order_id': '260211150575165'}}
[2026-02-11 10:26:30,016] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150575165', 'exchange_order_id': '1100000053229553', 'parent_order_id': None, 'status': 'CANCELLED', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:26:30', 'exchange_update_timestamp': '2026-02-11 10:26:29', 'exchange_timestamp': '2026-02-11 10:26:09', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727000CE', 'instrument_token': 12360706, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.5, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 0, 'cancelled_quantity': 65, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785789-985896-RGZ539-ADMINAPI'}
[2026-02-11 10:26:30,016] INFO      [HARSHIT] ORDER_CANCELLED | blitz=3156807898 zerodha=260211150575165
[2026-02-11 10:26:30,017] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150575165 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807898, 'ExchangeOrderID': '260211150575165', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48284, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'MIS', 'TimeInForce': 'GFD', 'OrderPrice': 0.5, 'OrderQuantity': 65, 'OrderStopPrice': 0.0, 'OrderStatus': 'Cancelled', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 0, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:26:09', 'LastUpdateDateTime': '2026-02-11 10:26:29', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:26:29', 'ExecutionID': '1100000053229553'}
[2026-02-11 10:26:30,065] INFO      [HARSHIT] [WS] CANCEL published | order_id=260211150575165
[2026-02-11 10:26:30,066] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150575165', 'exchange_order_id': '1100000053229553', 'parent_order_id': None, 'status': 'CANCELLED', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:26:30', 'exchange_update_timestamp': '2026-02-11 10:26:29', 'exchange_timestamp': '2026-02-11 10:26:09', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727000CE', 'instrument_token': 12360706, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.5, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 65, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XrqI2tZ8WfJfb'}
[2026-02-11 10:26:35,335] INFO      [HARSHIT] COMMAND | action=PLACE_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 14366, 'SymbolName': 'IDEA', 'ExchangeInstrumentName': 'IDEA', 'ProductType': 'MIS', 'OrderType': 'LIMIT', 'OrderSide': 'Buy', 'TimeInForce': 'GFD', 'DisclosedQuantity': 0, 'OrderQuantity': 1, 'LimitPrice': 6.97, 'StopPrice': 0.0, 'BlitzAppOrderID': 3156807899, 'AlgoID': '123456789', 'AlgoCategory': '123654789123', 'IsFictiveOrder': 'False'}
[2026-02-11 10:26:35,335] INFO      [HARSHIT] CACHE_TEMP | blitz_id=3156807899
[2026-02-11 10:26:35,336] INFO      [HARSHIT] ZERODHA_REST_OUT | payload={'tradingsymbol': 'IDEA', 'exchange': 'NSE', 'transaction_type': 'BUY', 'order_type': 'LIMIT', 'quantity': 1, 'product': 'MIS', 'price': 6.97, 'trigger_price': 0.0, 'validity': 'DAY', 'disclosed_quantity': 0}
[2026-02-11 10:26:35,454] INFO      [HARSHIT] ZERODHA_REST_IN | payload={'status': 'error', 'message': 'Your order price is lower than the current [lower circuit limit](https://support.zerodha.com/category/trading-and-markets/trading-faqs/articles/what-does-circuit-limits-i-e-price-bands-mean) of 10.34. You can place an order within the range or [use GTT](https://support.zerodha.com/category/trading-and-markets/gtt/articles/what-is-the-good-till-triggered-gtt-feature) for long-standing orders.', 'data': None, 'error_type': 'InputException'}
[2026-02-11 10:27:10,642] INFO      [HARSHIT] COMMAND | action=PLACE_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'SymbolName': 'EXCEL', 'ExchangeInstrumentName': 'EXCEL', 'ProductType': 'CNC', 'OrderType': 'STOPLIMIT', 'OrderSide': 'Buy', 'TimeInForce': 'GFD', 'DisclosedQuantity': 0, 'OrderQuantity': 1, 'LimitPrice': 1.25, 'StopPrice': 1.24, 'BlitzAppOrderID': 3156807900, 'AlgoID': '123456789', 'AlgoCategory': '123654789123', 'IsFictiveOrder': 'False'}
[2026-02-11 10:27:10,644] INFO      [HARSHIT] CACHE_TEMP | blitz_id=3156807900
[2026-02-11 10:27:10,644] INFO      [HARSHIT] ZERODHA_REST_OUT | payload={'tradingsymbol': 'EXCEL', 'exchange': 'NSE', 'transaction_type': 'BUY', 'order_type': 'SL', 'quantity': 1, 'product': 'CNC', 'price': 1.25, 'trigger_price': 1.24, 'validity': 'DAY', 'disclosed_quantity': 0}
[2026-02-11 10:27:10,764] INFO      [HARSHIT] ZERODHA_REST_IN | payload={'status': 'success', 'data': {'order_id': '260211150579313'}}
[2026-02-11 10:27:10,764] INFO      [HARSHIT] ORDER_PLACED | blitz=3156807900 zerodha=260211150579313
[2026-02-11 10:27:10,791] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150579313', 'exchange_order_id': '1100000024707367', 'parent_order_id': None, 'status': 'TRIGGER PENDING', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:27:10', 'exchange_update_timestamp': '2026-02-11 10:27:10', 'exchange_timestamp': '2026-02-11 10:27:10', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'SL', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.25, 'trigger_price': 1.24, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 1, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XQPzl1ZTyU0A0'}
[2026-02-11 10:27:21,913] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150579313', 'exchange_order_id': '1100000024707367', 'parent_order_id': None, 'status': 'CANCELLED', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:27:21', 'exchange_update_timestamp': '2026-02-11 10:27:21', 'exchange_timestamp': '2026-02-11 10:27:21', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'SL', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.25, 'trigger_price': 1.24, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 0, 'cancelled_quantity': 1, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '1770785841-819952-RGZ539-ADMINAPI'}
[2026-02-11 10:27:21,915] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150579313 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807900, 'ExchangeOrderID': '260211150579313', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 17376, 'OrderSide': 'Buy', 'OrderType': 'STOPLIMIT', 'ProductType': 'CNC', 'TimeInForce': 'GFD', 'OrderPrice': 1.25, 'OrderQuantity': 1, 'OrderStopPrice': 1.24, 'OrderStatus': 'Cancelled', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 0, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:27:21', 'LastUpdateDateTime': '2026-02-11 10:27:21', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:27:21', 'ExecutionID': '1100000024707367'}
[2026-02-11 10:27:21,957] INFO      [HARSHIT] [WS] CANCEL published | order_id=260211150579313
[2026-02-11 10:27:21,958] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150579313', 'exchange_order_id': '1100000024707367', 'parent_order_id': None, 'status': 'CANCELLED', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:27:21', 'exchange_update_timestamp': '2026-02-11 10:27:21', 'exchange_timestamp': '2026-02-11 10:27:21', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'EXCEL', 'instrument_token': 4448257, 'order_type': 'SL', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'CNC', 'quantity': 1, 'disclosed_quantity': 0, 'price': 1.25, 'trigger_price': 1.24, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 1, 'cancelled_quantity': 1, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XQPzl1ZTyU0A0'}
[2026-02-11 10:27:48,139] INFO      [HARSHIT] COMMAND | action=PLACE_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'SymbolName': 'NIFTY', 'ExchangeInstrumentName': 'NIFTY 17FEB2026 CE 27500', 'ProductType': 'CNC', 'OrderType': 'LIMIT', 'OrderSide': 'Buy', 'TimeInForce': 'GFD', 'DisclosedQuantity': 0, 'OrderQuantity': 65, 'LimitPrice': 0.2, 'StopPrice': 0.0, 'BlitzAppOrderID': 3156807901, 'AlgoID': '123456789', 'AlgoCategory': '123654789123', 'IsFictiveOrder': 'False'}
[2026-02-11 10:27:48,140] INFO      [HARSHIT] CACHE_TEMP | blitz_id=3156807901
[2026-02-11 10:27:48,143] INFO      [HARSHIT] ZERODHA_REST_OUT | payload={'tradingsymbol': 'NIFTY2621727500CE', 'exchange': 'NFO', 'transaction_type': 'BUY', 'order_type': 'LIMIT', 'quantity': 65, 'product': 'CNC', 'price': 0.2, 'trigger_price': 0.0, 'validity': 'DAY', 'disclosed_quantity': 0}
[2026-02-11 10:27:48,261] INFO      [HARSHIT] ZERODHA_REST_IN | payload={'status': 'error', 'message': 'Trading in NFO is not allowed using CNC product type. Try placing an order in NRML/MIS.', 'data': None, 'error_type': 'InputException'}
[2026-02-11 10:28:09,493] INFO      [HARSHIT] COMMAND | action=PLACE_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'SymbolName': 'NIFTY', 'ExchangeInstrumentName': 'NIFTY 17FEB2026 CE 27500', 'ProductType': 'MIS', 'OrderType': 'LIMIT', 'OrderSide': 'Buy', 'TimeInForce': 'GFD', 'DisclosedQuantity': 0, 'OrderQuantity': 65, 'LimitPrice': 0.1, 'StopPrice': 0.0, 'BlitzAppOrderID': 3156807902, 'AlgoID': '123456789', 'AlgoCategory': '123654789123', 'IsFictiveOrder': 'False'}
[2026-02-11 10:28:09,494] INFO      [HARSHIT] CACHE_TEMP | blitz_id=3156807902
[2026-02-11 10:28:09,496] INFO      [HARSHIT] ZERODHA_REST_OUT | payload={'tradingsymbol': 'NIFTY2621727500CE', 'exchange': 'NFO', 'transaction_type': 'BUY', 'order_type': 'LIMIT', 'quantity': 65, 'product': 'MIS', 'price': 0.1, 'trigger_price': 0.0, 'validity': 'DAY', 'disclosed_quantity': 0}
[2026-02-11 10:28:09,726] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:09', 'exchange_update_timestamp': '2026-02-11 10:28:09', 'exchange_timestamp': '2026-02-11 10:28:09', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.1, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XnVt4JSXX8e3X'}
[2026-02-11 10:28:09,727] WARNING   [HARSHIT] ZERODHA_WS_PENDING | order_id=260211150583005 payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:09', 'exchange_update_timestamp': '2026-02-11 10:28:09', 'exchange_timestamp': '2026-02-11 10:28:09', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.1, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XnVt4JSXX8e3X'}
[2026-02-11 10:28:09,749] INFO      [HARSHIT] ZERODHA_REST_IN | payload={'status': 'success', 'data': {'order_id': '260211150583005'}}
[2026-02-11 10:28:09,750] INFO      [HARSHIT] WS_REPLAY | order_id=260211150583005
[2026-02-11 10:28:09,750] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260211150583005', 'exchange_order_id': '1400000048932413', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-11 10:28:09', 'exchange_update_timestamp': '2026-02-11 10:28:09', 'exchange_timestamp': '2026-02-11 10:28:09', 'variety': 'regular', 'exchange': 'NFO', 'tradingsymbol': 'NIFTY2621727500CE', 'instrument_token': 12369154, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 65, 'disclosed_quantity': 0, 'price': 0.1, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 65, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871XnVt4JSXX8e3X'}
[2026-02-11 10:28:09,750] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260211150583005 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156807902, 'ExchangeOrderID': '260211150583005', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'MIS', 'TimeInForce': 'GFD', 'OrderPrice': 0.1, 'OrderQuantity': 65, 'OrderStopPrice': 0.0, 'OrderStatus': 'New', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 65, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-11 10:28:09', 'LastUpdateDateTime': '2026-02-11 10:28:09', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-11 10:28:09', 'ExecutionID': '1400000048932413'}
[2026-02-11 10:28:09,789] INFO      [HARSHIT] [WS] NEW order published | order_id=260211150583005
[2026-02-11 10:28:09,789] INFO      [HARSHIT] ORDER_PLACED | blitz=3156807902 zerodha=260211150583005
[2026-02-11 10:28:18,137] INFO      [HARSHIT] COMMAND | action=MODIFY_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSEFO', 'ExchangeInstrumentID': 48317, 'SymbolName': 'NIFTY', 'ExchangeInstrumentName': 'NIFTY 17FEB2026 CE 27500', 'ModifiedProductType': 'MIS', 'ModifiedOrderType': 'LIMIT', 'ModifiedTimeInForce': 'GFD', 'ModifiedDisclosedQuantity': 0, 'ModifiedOrderQuantity': 65, 'ModifiedLimitPrice': 0.2, 'ModifiedStopPrice': 0.0, 'LeavesQuantity': 65, 'CummulativeQuantity': 0, 'LastOrderModifiedTime': 1770785889, 'BlitzAppOrderID': 3156807902, 'ExchangeOrderID': '260211150583005'}
[2026-02-11 10:28:18,138] INFO      [HARSHIT] ZERODHA_MODIFY_REQUEST | order_id=260211150583005 payload={'quantity': 65, 'price': 0.2, 'trigger_price': 0.0, 'validity': 'DAY', 'order_type': 'LIMIT', 'disclosed_quantity': 0}
[2026-02-11 10:28:18,309] INFO      [HARSHIT] ZERODHA_MODIFY_RESPONSE | order_id=260211150583005 payload={'status': 'success', 'data': {'order_id': '260211150583005'}}
[2026-02-11 10:28:18,309] INFO      [HARSHIT] ORDER_MODIFIED | blitz=3156807902 zerodha=260211150583005
